DPO Reward (Desired),DPO Reward (Undesired),DPO Reward Difference,Ref Reward (Desired),Ref Reward (Undesired),Ref Reward Difference
-198.0,-101.0,-97.0,-207.0,-137.0,-70.0
-197.0,-154.0,-43.0,-211.0,-149.0,-62.0
-200.0,-223.0,23.0,-213.0,-216.0,3.0
-223.0,-196.0,-27.0,-220.0,-194.0,-26.0
-164.0,-156.0,-8.0,-176.0,-163.0,-13.0
-170.0,-131.0,-39.0,-184.0,-136.0,-48.0
-168.0,-227.0,59.0,-188.0,-219.0,31.0
-185.0,-175.0,-10.0,-198.0,-177.0,-21.0
-215.0,-153.0,-62.0,-210.0,-157.0,-53.0
-212.0,-143.0,-69.0,-224.0,-153.0,-71.0
-185.0,-139.0,-46.0,-194.0,-150.0,-44.0
-193.0,-153.0,-40.0,-205.0,-165.0,-40.0
-215.0,-181.0,-34.0,-220.0,-207.0,-13.0
-214.0,-135.0,-79.0,-226.0,-152.0,-74.0
-205.0,-201.0,-4.0,-221.0,-209.0,-12.0
-167.0,-185.0,18.0,-190.0,-198.0,8.0
-186.0,-177.0,-9.0,-196.0,-175.0,-21.0
-161.0,-162.0,1.0,-180.0,-173.0,-7.0
-179.0,-202.0,23.0,-195.0,-197.0,2.0
-215.0,-212.0,-3.0,-219.0,-202.0,-17.0
-166.0,-160.0,-6.0,-187.0,-163.0,-24.0
-169.0,-115.5,-53.5,-189.0,-132.0,-57.0
-186.0,-243.0,57.0,-198.0,-227.0,29.0
-229.0,-209.0,-20.0,-208.0,-206.0,-2.0
-185.0,-203.0,18.0,-214.0,-204.0,-10.0
-167.0,-202.0,35.0,-180.0,-209.0,29.0
-226.0,-238.0,12.0,-244.0,-230.0,-14.0
-187.0,-157.0,-30.0,-198.0,-155.0,-43.0
-157.0,-147.0,-10.0,-179.0,-148.0,-31.0
-207.0,-224.0,17.0,-204.0,-211.0,7.0
-188.0,-200.0,12.0,-202.0,-188.0,-14.0
-188.0,-181.0,-7.0,-207.0,-197.0,-10.0
-162.0,-132.0,-30.0,-181.0,-140.0,-41.0
-194.0,-158.0,-36.0,-193.0,-158.0,-35.0
-214.0,-167.0,-47.0,-226.0,-200.0,-26.0
-199.0,-200.0,1.0,-216.0,-214.0,-2.0
-157.0,-195.0,38.0,-188.0,-192.0,4.0
-226.0,-245.0,19.0,-220.0,-221.0,1.0
-176.0,-162.0,-14.0,-193.0,-164.0,-29.0
-152.0,-228.0,76.0,-171.0,-224.0,53.0
-182.0,-195.0,13.0,-187.0,-185.0,-2.0
-190.0,-170.0,-20.0,-197.0,-178.0,-19.0
-181.0,-175.0,-6.0,-192.0,-180.0,-12.0
-214.0,-157.0,-57.0,-225.0,-155.0,-70.0
-220.0,-193.0,-27.0,-210.0,-171.0,-39.0
-201.0,-229.0,28.0,-212.0,-213.0,1.0
-174.0,-175.0,1.0,-185.0,-191.0,6.0
-134.0,-127.0,-7.0,-168.0,-153.0,-15.0
-192.0,-211.0,19.0,-202.0,-204.0,2.0
-172.0,-191.0,19.0,-199.0,-186.0,-13.0
-168.0,-159.0,-9.0,-201.0,-176.0,-25.0
-153.0,-143.0,-10.0,-175.0,-163.0,-12.0
-178.0,-166.0,-12.0,-195.0,-181.0,-14.0
-169.0,-167.0,-2.0,-197.0,-174.0,-23.0
-237.0,-132.0,-105.0,-248.0,-144.0,-104.0
-188.0,-215.0,27.0,-208.0,-212.0,4.0
-190.0,-179.0,-11.0,-218.0,-164.0,-54.0
-218.0,-158.0,-60.0,-207.0,-155.0,-52.0
-185.0,-142.0,-43.0,-198.0,-158.0,-40.0
-184.0,-146.0,-38.0,-204.0,-148.0,-56.0
-187.0,-141.0,-46.0,-196.0,-141.0,-55.0
-158.0,-180.0,22.0,-191.0,-175.0,-16.0
-237.0,-242.0,5.0,-225.0,-242.0,17.0
-192.0,-224.0,32.0,-197.0,-204.0,7.0
-204.0,-217.0,13.0,-201.0,-206.0,5.0
-201.0,-212.0,11.0,-215.0,-203.0,-12.0
-183.0,-194.0,11.0,-196.0,-187.0,-9.0
-181.0,-141.0,-40.0,-199.0,-140.0,-59.0
-158.0,-182.0,24.0,-179.0,-184.0,5.0
-207.0,-185.0,-22.0,-212.0,-204.0,-8.0
-168.0,-195.0,27.0,-191.0,-193.0,2.0
-210.0,-155.0,-55.0,-207.0,-149.0,-58.0
-162.0,-155.0,-7.0,-185.0,-158.0,-27.0
-171.0,-145.0,-26.0,-185.0,-161.0,-24.0
-216.0,-243.0,27.0,-216.0,-227.0,11.0
-178.0,-199.0,21.0,-198.0,-198.0,0.0
-223.0,-220.0,-3.0,-190.0,-219.0,29.0
-196.0,-134.0,-62.0,-193.0,-134.0,-59.0
-186.0,-196.0,10.0,-193.0,-193.0,0.0
-218.0,-187.0,-31.0,-215.0,-182.0,-33.0
-151.0,-238.0,87.0,-171.0,-202.0,31.0
-185.0,-206.0,21.0,-208.0,-218.0,10.0
-158.0,-177.0,19.0,-180.0,-191.0,11.0
-167.0,-181.0,14.0,-184.0,-188.0,4.0
-144.0,-171.0,27.0,-181.0,-184.0,3.0
-179.0,-219.0,40.0,-197.0,-228.0,31.0
-214.0,-147.0,-67.0,-203.0,-157.0,-46.0
-197.0,-201.0,4.0,-207.0,-197.0,-10.0
-166.0,-179.0,13.0,-179.0,-188.0,9.0
-169.0,-162.0,-7.0,-186.0,-170.0,-16.0
-174.0,-176.0,2.0,-195.0,-185.0,-10.0
-237.0,-180.0,-57.0,-246.0,-159.0,-87.0
-204.0,-156.0,-48.0,-217.0,-160.0,-57.0
-220.0,-233.0,13.0,-210.0,-217.0,7.0
-149.0,-120.5,-28.5,-165.0,-150.0,-15.0
-217.0,-203.0,-14.0,-224.0,-191.0,-33.0
-186.0,-226.0,40.0,-199.0,-231.0,32.0
-148.0,-128.0,-20.0,-168.0,-137.0,-31.0
-174.0,-167.0,-7.0,-200.0,-185.0,-15.0
-188.0,-221.0,33.0,-197.0,-202.0,5.0
-152.0,-157.0,5.0,-194.0,-175.0,-19.0
-180.0,-158.0,-22.0,-187.0,-166.0,-21.0
-211.0,-166.0,-45.0,-220.0,-156.0,-64.0
-164.0,-190.0,26.0,-188.0,-196.0,8.0
-206.0,-215.0,9.0,-217.0,-223.0,6.0
-218.0,-245.0,27.0,-230.0,-224.0,-6.0
-141.0,-153.0,12.0,-153.0,-144.0,-9.0
-132.0,-115.5,-16.5,-159.0,-135.0,-24.0
-218.0,-154.0,-64.0,-224.0,-156.0,-68.0
-155.0,-172.0,17.0,-177.0,-169.0,-8.0
-186.0,-115.5,-70.5,-211.0,-140.0,-71.0
-220.0,-200.0,-20.0,-227.0,-197.0,-30.0
-196.0,-175.0,-21.0,-219.0,-187.0,-32.0
-172.0,-173.0,1.0,-195.0,-178.0,-17.0
-179.0,-184.0,5.0,-192.0,-183.0,-9.0
-179.0,-223.0,44.0,-206.0,-219.0,13.0
-278.0,-227.0,-51.0,-264.0,-221.0,-43.0
-217.0,-128.0,-89.0,-210.0,-138.0,-72.0
-231.0,-207.0,-24.0,-238.0,-202.0,-36.0
-197.0,-218.0,21.0,-209.0,-211.0,2.0
-221.0,-220.0,-1.0,-228.0,-208.0,-20.0
-170.0,-137.0,-33.0,-174.0,-139.0,-35.0
-139.0,-165.0,26.0,-152.0,-153.0,1.0
-203.0,-134.0,-69.0,-215.0,-143.0,-72.0
-195.0,-169.0,-26.0,-205.0,-168.0,-37.0
-165.0,-185.0,20.0,-186.0,-197.0,11.0
-221.0,-160.0,-61.0,-226.0,-156.0,-70.0
-150.0,-249.0,99.0,-174.0,-230.0,56.0
-221.0,-214.0,-7.0,-225.0,-201.0,-24.0
-282.0,-222.0,-60.0,-246.0,-210.0,-36.0
-203.0,-175.0,-28.0,-201.0,-177.0,-24.0
-184.0,-171.0,-13.0,-205.0,-176.0,-29.0
-203.0,-206.0,3.0,-197.0,-210.0,13.0
-244.0,-192.0,-52.0,-227.0,-195.0,-32.0
-168.0,-175.0,7.0,-181.0,-181.0,0.0
-212.0,-184.0,-28.0,-219.0,-202.0,-17.0
-222.0,-194.0,-28.0,-233.0,-203.0,-30.0
-229.0,-232.0,3.0,-225.0,-231.0,6.0
-228.0,-223.0,-5.0,-221.0,-225.0,4.0
-201.0,-241.0,40.0,-197.0,-208.0,11.0
-192.0,-233.0,41.0,-197.0,-213.0,16.0
-184.0,-141.0,-43.0,-180.0,-136.0,-44.0
-251.0,-177.0,-74.0,-237.0,-175.0,-62.0
-159.0,-137.0,-22.0,-180.0,-164.0,-16.0
-221.0,-168.0,-53.0,-234.0,-184.0,-50.0
-168.0,-153.0,-15.0,-195.0,-162.0,-33.0
-190.0,-160.0,-30.0,-199.0,-167.0,-32.0
-183.0,-171.0,-12.0,-192.0,-177.0,-15.0
-186.0,-204.0,18.0,-193.0,-198.0,5.0
-206.0,-218.0,12.0,-211.0,-193.0,-18.0
-151.0,-220.0,69.0,-171.0,-219.0,48.0
-188.0,-155.0,-33.0,-192.0,-155.0,-37.0
-200.0,-137.0,-63.0,-201.0,-156.0,-45.0
-180.0,-168.0,-12.0,-191.0,-163.0,-28.0
-157.0,-185.0,28.0,-185.0,-177.0,-8.0
-171.0,-198.0,27.0,-185.0,-201.0,16.0
-183.0,-121.5,-61.5,-202.0,-146.0,-56.0
-216.0,-212.0,-4.0,-228.0,-201.0,-27.0
-209.0,-233.0,24.0,-223.0,-202.0,-21.0
-157.0,-144.0,-13.0,-180.0,-169.0,-11.0
-175.0,-190.0,15.0,-192.0,-205.0,13.0
-168.0,-192.0,24.0,-193.0,-186.0,-7.0
-207.0,-221.0,14.0,-204.0,-213.0,9.0
-163.0,-156.0,-7.0,-180.0,-169.0,-11.0
-219.0,-258.0,39.0,-223.0,-240.0,17.0
-237.0,-203.0,-34.0,-241.0,-194.0,-47.0
-192.0,-184.0,-8.0,-204.0,-190.0,-14.0
-255.0,-167.0,-88.0,-243.0,-175.0,-68.0
-216.0,-192.0,-24.0,-215.0,-191.0,-24.0
-192.0,-233.0,41.0,-203.0,-221.0,18.0
-182.0,-202.0,20.0,-191.0,-205.0,14.0
-255.0,-232.0,-23.0,-237.0,-225.0,-12.0
-190.0,-194.0,4.0,-207.0,-193.0,-14.0
-182.0,-139.0,-43.0,-191.0,-142.0,-49.0
-203.0,-223.0,20.0,-201.0,-225.0,24.0
-188.0,-185.0,-3.0,-216.0,-190.0,-26.0
-185.0,-180.0,-5.0,-191.0,-185.0,-6.0
-216.0,-194.0,-22.0,-235.0,-201.0,-34.0
-146.0,-170.0,24.0,-160.0,-160.0,0.0
-224.0,-121.0,-103.0,-197.0,-125.0,-72.0
-192.0,-170.0,-22.0,-195.0,-181.0,-14.0
-180.0,-148.0,-32.0,-192.0,-149.0,-43.0
-154.0,-182.0,28.0,-173.0,-179.0,6.0
-213.0,-199.0,-14.0,-230.0,-208.0,-22.0
-176.0,-193.0,17.0,-201.0,-191.0,-10.0
-190.0,-175.0,-15.0,-203.0,-191.0,-12.0
-201.0,-165.0,-36.0,-211.0,-166.0,-45.0
-197.0,-201.0,4.0,-221.0,-202.0,-19.0
-163.0,-138.0,-25.0,-182.0,-152.0,-30.0
-148.0,-113.0,-35.0,-167.0,-126.0,-41.0
-200.0,-150.0,-50.0,-208.0,-150.0,-58.0
-262.0,-147.0,-115.0,-226.0,-159.0,-67.0
-168.0,-179.0,11.0,-185.0,-186.0,1.0
-222.0,-149.0,-73.0,-232.0,-161.0,-71.0
-212.0,-150.0,-62.0,-208.0,-154.0,-54.0
-206.0,-201.0,-5.0,-218.0,-215.0,-3.0
-195.0,-138.0,-57.0,-197.0,-152.0,-45.0
-181.0,-205.0,24.0,-213.0,-203.0,-10.0
-160.0,-165.0,5.0,-186.0,-169.0,-17.0
-214.0,-208.0,-6.0,-218.0,-196.0,-22.0
-222.0,-191.0,-31.0,-220.0,-191.0,-29.0
-164.0,-203.0,39.0,-178.0,-200.0,22.0
-196.0,-238.0,42.0,-207.0,-220.0,13.0
-131.0,-154.0,23.0,-154.0,-160.0,6.0
-229.0,-147.0,-82.0,-216.0,-141.0,-75.0
-178.0,-182.0,4.0,-194.0,-180.0,-14.0
-180.0,-187.0,7.0,-204.0,-183.0,-21.0
-200.0,-165.0,-35.0,-213.0,-164.0,-49.0
-181.0,-161.0,-20.0,-202.0,-162.0,-40.0
-162.0,-222.0,60.0,-184.0,-202.0,18.0
-206.0,-191.0,-15.0,-225.0,-193.0,-32.0
-174.0,-225.0,51.0,-188.0,-207.0,19.0
-197.0,-158.0,-39.0,-190.0,-165.0,-25.0
-206.0,-178.0,-28.0,-221.0,-184.0,-37.0
-190.0,-198.0,8.0,-192.0,-174.0,-18.0
-171.0,-204.0,33.0,-185.0,-188.0,3.0
-184.0,-200.0,16.0,-197.0,-199.0,2.0
-184.0,-166.0,-18.0,-192.0,-167.0,-25.0
-154.0,-197.0,43.0,-178.0,-189.0,11.0
-173.0,-135.0,-38.0,-197.0,-145.0,-52.0
-177.0,-168.0,-9.0,-180.0,-173.0,-7.0
-202.0,-195.0,-7.0,-206.0,-183.0,-23.0
-206.0,-253.0,47.0,-227.0,-245.0,18.0
-230.0,-206.0,-24.0,-239.0,-205.0,-34.0
-193.0,-215.0,22.0,-211.0,-191.0,-20.0
-172.0,-181.0,9.0,-188.0,-183.0,-5.0
-188.0,-234.0,46.0,-202.0,-214.0,12.0
-157.0,-168.0,11.0,-190.0,-179.0,-11.0
-214.0,-260.0,46.0,-216.0,-238.0,22.0
-239.0,-147.0,-92.0,-239.0,-149.0,-90.0
-171.0,-134.0,-37.0,-171.0,-151.0,-20.0
-141.0,-220.0,79.0,-186.0,-199.0,13.0
-188.0,-223.0,35.0,-188.0,-208.0,20.0
-171.0,-188.0,17.0,-188.0,-207.0,19.0
-204.0,-200.0,-4.0,-214.0,-208.0,-6.0
-187.0,-177.0,-10.0,-197.0,-185.0,-12.0
-161.0,-190.0,29.0,-183.0,-187.0,4.0
-188.0,-196.0,8.0,-205.0,-190.0,-15.0
-151.0,-245.0,94.0,-172.0,-205.0,33.0
-151.0,-166.0,15.0,-190.0,-178.0,-12.0
-198.0,-231.0,33.0,-207.0,-236.0,29.0
-236.0,-155.0,-81.0,-221.0,-159.0,-62.0
-232.0,-183.0,-49.0,-236.0,-188.0,-48.0
-227.0,-137.0,-90.0,-228.0,-145.0,-83.0
-221.0,-219.0,-2.0,-230.0,-229.0,-1.0
-195.0,-173.0,-22.0,-205.0,-185.0,-20.0
-185.0,-155.0,-30.0,-190.0,-150.0,-40.0
-178.0,-152.0,-26.0,-196.0,-148.0,-48.0
-189.0,-153.0,-36.0,-202.0,-162.0,-40.0
-183.0,-168.0,-15.0,-203.0,-181.0,-22.0
-163.0,-195.0,32.0,-168.0,-191.0,23.0
-187.0,-141.0,-46.0,-195.0,-160.0,-35.0
-157.0,-173.0,16.0,-186.0,-175.0,-11.0
-175.0,-160.0,-15.0,-195.0,-161.0,-34.0
-164.0,-188.0,24.0,-198.0,-196.0,-2.0
-164.0,-157.0,-7.0,-169.0,-146.0,-23.0
-139.0,-208.0,69.0,-165.0,-193.0,28.0
-212.0,-209.0,-3.0,-217.0,-196.0,-21.0
-163.0,-131.0,-32.0,-193.0,-153.0,-40.0
-169.0,-137.0,-32.0,-195.0,-144.0,-51.0
-219.0,-208.0,-11.0,-236.0,-211.0,-25.0
-189.0,-194.0,5.0,-200.0,-174.0,-26.0
-173.0,-165.0,-8.0,-173.0,-159.0,-14.0
-171.0,-133.0,-38.0,-186.0,-139.0,-47.0
-162.0,-174.0,12.0,-195.0,-187.0,-8.0
-221.0,-130.0,-91.0,-215.0,-142.0,-73.0
-233.0,-260.0,27.0,-241.0,-240.0,-1.0
-224.0,-183.0,-41.0,-225.0,-175.0,-50.0
-222.0,-201.0,-21.0,-223.0,-228.0,5.0
-187.0,-182.0,-5.0,-197.0,-186.0,-11.0
-215.0,-169.0,-46.0,-225.0,-181.0,-44.0
-178.0,-211.0,33.0,-194.0,-212.0,18.0
-169.0,-182.0,13.0,-193.0,-174.0,-19.0
-164.0,-182.0,18.0,-179.0,-178.0,-1.0
-192.0,-210.0,18.0,-187.0,-205.0,18.0
-192.0,-210.0,18.0,-202.0,-211.0,9.0
-234.0,-205.0,-29.0,-252.0,-217.0,-35.0
-175.0,-190.0,15.0,-194.0,-192.0,-2.0
-188.0,-148.0,-40.0,-193.0,-161.0,-32.0
-214.0,-187.0,-27.0,-220.0,-175.0,-45.0
-225.0,-206.0,-19.0,-225.0,-212.0,-13.0
-224.0,-179.0,-45.0,-211.0,-192.0,-19.0
-231.0,-194.0,-37.0,-202.0,-203.0,1.0
-205.0,-152.0,-53.0,-218.0,-183.0,-35.0
-177.0,-186.0,9.0,-198.0,-190.0,-8.0
-205.0,-167.0,-38.0,-202.0,-192.0,-10.0
-188.0,-220.0,32.0,-202.0,-215.0,13.0
-205.0,-167.0,-38.0,-222.0,-191.0,-31.0
-194.0,-163.0,-31.0,-201.0,-158.0,-43.0
-183.0,-183.0,0.0,-204.0,-174.0,-30.0
