DPO Reward (Desired),DPO Reward (Undesired),DPO Reward Difference,Ref Reward (Desired),Ref Reward (Undesired),Ref Reward Difference
-184.0,-159.0,-25.0,-198.0,-190.0,-8.0
-207.0,-199.0,-8.0,-221.0,-215.0,-6.0
-235.0,-212.0,-23.0,-225.0,-228.0,3.0
-148.0,-137.0,-11.0,-145.0,-153.0,8.0
-110.0,-127.5,17.5,-133.0,-157.0,24.0
-148.0,-212.0,64.0,-154.0,-222.0,68.0
-167.0,-151.0,-16.0,-167.0,-178.0,11.0
-109.5,-182.0,72.5,-138.0,-211.0,73.0
-195.0,-209.0,14.0,-197.0,-225.0,28.0
-170.0,-187.0,17.0,-187.0,-217.0,30.0
-167.0,-167.0,0.0,-177.0,-195.0,18.0
-178.0,-172.0,-6.0,-181.0,-191.0,10.0
-216.0,-174.0,-42.0,-220.0,-206.0,-14.0
-220.0,-270.0,50.0,-222.0,-264.0,42.0
-123.5,-211.0,87.5,-139.0,-209.0,70.0
-202.0,-228.0,26.0,-202.0,-238.0,36.0
-212.0,-191.0,-21.0,-210.0,-207.0,-3.0
-213.0,-213.0,0.0,-207.0,-228.0,21.0
-131.0,-165.0,34.0,-137.0,-173.0,36.0
-156.0,-136.0,-20.0,-154.0,-152.0,-2.0
-130.0,-196.0,66.0,-143.0,-214.0,71.0
-163.0,-189.0,26.0,-169.0,-204.0,35.0
-182.0,-159.0,-23.0,-199.0,-184.0,-15.0
-153.0,-215.0,62.0,-156.0,-225.0,69.0
-240.0,-147.0,-93.0,-229.0,-174.0,-55.0
-205.0,-216.0,11.0,-201.0,-224.0,23.0
-212.0,-272.0,60.0,-209.0,-248.0,39.0
-166.0,-195.0,29.0,-177.0,-201.0,24.0
-160.0,-178.0,18.0,-176.0,-204.0,28.0
-198.0,-198.0,0.0,-209.0,-196.0,-13.0
-195.0,-238.0,43.0,-192.0,-228.0,36.0
-169.0,-166.0,-3.0,-181.0,-181.0,0.0
-179.0,-205.0,26.0,-202.0,-221.0,19.0
-188.0,-214.0,26.0,-203.0,-234.0,31.0
-220.0,-221.0,1.0,-230.0,-225.0,-5.0
-213.0,-219.0,6.0,-222.0,-220.0,-2.0
-229.0,-193.0,-36.0,-206.0,-196.0,-10.0
-229.0,-183.0,-46.0,-212.0,-196.0,-16.0
-137.0,-174.0,37.0,-137.0,-179.0,42.0
-169.0,-243.0,74.0,-175.0,-237.0,62.0
-134.0,-155.0,21.0,-164.0,-181.0,17.0
-163.0,-215.0,52.0,-184.0,-235.0,51.0
-147.0,-163.0,16.0,-163.0,-195.0,32.0
-155.0,-184.0,29.0,-168.0,-197.0,29.0
-166.0,-178.0,12.0,-177.0,-190.0,13.0
-193.0,-180.0,-13.0,-195.0,-191.0,-4.0
-209.0,-197.0,-12.0,-193.0,-209.0,16.0
-211.0,-147.0,-64.0,-217.0,-171.0,-46.0
-147.0,-181.0,34.0,-153.0,-192.0,39.0
-133.0,-192.0,59.0,-155.0,-200.0,45.0
-159.0,-175.0,16.0,-165.0,-190.0,25.0
-177.0,-157.0,-20.0,-174.0,-186.0,12.0
-189.0,-167.0,-22.0,-201.0,-187.0,-14.0
-118.0,-176.0,58.0,-146.0,-201.0,55.0
-188.0,-210.0,22.0,-189.0,-228.0,39.0
-221.0,-200.0,-21.0,-203.0,-224.0,21.0
-139.0,-153.0,14.0,-169.0,-179.0,10.0
-184.0,-168.0,-16.0,-206.0,-191.0,-15.0
-183.0,-163.0,-20.0,-186.0,-192.0,6.0
-214.0,-199.0,-15.0,-213.0,-203.0,-10.0
-150.0,-158.0,8.0,-170.0,-180.0,10.0
-247.0,-212.0,-35.0,-242.0,-221.0,-21.0
-192.0,-229.0,37.0,-194.0,-239.0,45.0
-177.0,-187.0,10.0,-189.0,-204.0,15.0
-167.0,-248.0,81.0,-175.0,-242.0,67.0
-223.0,-184.0,-39.0,-222.0,-203.0,-19.0
-195.0,-175.0,-20.0,-205.0,-192.0,-13.0
-224.0,-246.0,22.0,-226.0,-238.0,12.0
-187.0,-181.0,-6.0,-191.0,-205.0,14.0
-133.0,-175.0,42.0,-141.0,-190.0,49.0
-217.0,-196.0,-21.0,-226.0,-201.0,-25.0
-177.0,-182.0,5.0,-188.0,-216.0,28.0
-170.0,-177.0,7.0,-185.0,-190.0,5.0
-183.0,-208.0,25.0,-199.0,-236.0,37.0
-160.0,-143.0,-17.0,-163.0,-160.0,-3.0
-115.5,-214.0,98.5,-126.0,-196.0,70.0
-164.0,-185.0,21.0,-182.0,-194.0,12.0
-144.0,-175.0,31.0,-149.0,-193.0,44.0
-175.0,-150.0,-25.0,-179.0,-173.0,-6.0
-192.0,-205.0,13.0,-206.0,-228.0,22.0
-186.0,-167.0,-19.0,-191.0,-200.0,9.0
-170.0,-182.0,12.0,-190.0,-203.0,13.0
-160.0,-198.0,38.0,-166.0,-209.0,43.0
-193.0,-191.0,-2.0,-199.0,-221.0,22.0
-132.0,-158.0,26.0,-152.0,-181.0,29.0
-109.0,-146.0,37.0,-126.0,-168.0,42.0
-145.0,-194.0,49.0,-150.0,-207.0,57.0
-145.0,-254.0,109.0,-158.0,-227.0,69.0
-193.0,-164.0,-29.0,-200.0,-187.0,-13.0
-145.0,-213.0,68.0,-161.0,-231.0,70.0
-145.0,-202.0,57.0,-152.0,-207.0,55.0
-195.0,-199.0,4.0,-215.0,-218.0,3.0
-134.0,-188.0,54.0,-152.0,-196.0,44.0
-195.0,-177.0,-18.0,-202.0,-211.0,9.0
-160.0,-155.0,-5.0,-170.0,-186.0,16.0
-196.0,-205.0,9.0,-194.0,-217.0,23.0
-183.0,-210.0,27.0,-188.0,-217.0,29.0
-199.0,-159.0,-40.0,-200.0,-178.0,-22.0
-224.0,-191.0,-33.0,-218.0,-206.0,-12.0
-148.0,-127.5,-20.5,-158.0,-153.0,-5.0
-138.0,-220.0,82.0,-141.0,-215.0,74.0
-175.0,-172.0,-3.0,-180.0,-195.0,15.0
-180.0,-175.0,-5.0,-184.0,-202.0,18.0
-157.0,-195.0,38.0,-165.0,-212.0,47.0
-148.0,-177.0,29.0,-162.0,-201.0,39.0
-214.0,-156.0,-58.0,-201.0,-181.0,-20.0
-185.0,-200.0,15.0,-193.0,-225.0,32.0
-217.0,-169.0,-48.0,-207.0,-188.0,-19.0
-153.0,-188.0,35.0,-166.0,-193.0,27.0
-174.0,-200.0,26.0,-183.0,-219.0,36.0
-191.0,-176.0,-15.0,-173.0,-191.0,18.0
-197.0,-164.0,-33.0,-188.0,-183.0,-5.0
-193.0,-179.0,-14.0,-198.0,-197.0,-1.0
-160.0,-175.0,15.0,-166.0,-191.0,25.0
-244.0,-149.0,-95.0,-223.0,-177.0,-46.0
-129.0,-167.0,38.0,-145.0,-196.0,51.0
-163.0,-172.0,9.0,-173.0,-180.0,7.0
-197.0,-195.0,-2.0,-181.0,-207.0,26.0
-245.0,-200.0,-45.0,-243.0,-227.0,-16.0
-200.0,-221.0,21.0,-206.0,-237.0,31.0
-207.0,-188.0,-19.0,-191.0,-211.0,20.0
-177.0,-167.0,-10.0,-182.0,-186.0,4.0
-226.0,-184.0,-42.0,-214.0,-202.0,-12.0
-163.0,-153.0,-10.0,-178.0,-188.0,10.0
-252.0,-209.0,-43.0,-240.0,-217.0,-23.0
-141.0,-233.0,92.0,-147.0,-239.0,92.0
-130.0,-164.0,34.0,-151.0,-172.0,21.0
-210.0,-140.0,-70.0,-200.0,-185.0,-15.0
-213.0,-183.0,-30.0,-206.0,-187.0,-19.0
-182.0,-163.0,-19.0,-207.0,-188.0,-19.0
-188.0,-200.0,12.0,-206.0,-213.0,7.0
-172.0,-179.0,7.0,-184.0,-196.0,12.0
-185.0,-157.0,-28.0,-186.0,-184.0,-2.0
-191.0,-181.0,-10.0,-189.0,-205.0,16.0
-235.0,-146.0,-89.0,-205.0,-173.0,-32.0
-161.0,-148.0,-13.0,-178.0,-190.0,12.0
-221.0,-190.0,-31.0,-236.0,-207.0,-29.0
-151.0,-227.0,76.0,-159.0,-221.0,62.0
-178.0,-223.0,45.0,-187.0,-235.0,48.0
-132.0,-219.0,87.0,-143.0,-228.0,85.0
-210.0,-213.0,3.0,-230.0,-231.0,1.0
-169.0,-189.0,20.0,-184.0,-206.0,22.0
-148.0,-179.0,31.0,-151.0,-189.0,38.0
-147.0,-175.0,28.0,-147.0,-196.0,49.0
-149.0,-183.0,34.0,-160.0,-201.0,41.0
-164.0,-178.0,14.0,-180.0,-203.0,23.0
-187.0,-157.0,-30.0,-190.0,-169.0,-21.0
-130.0,-181.0,51.0,-160.0,-193.0,33.0
-165.0,-151.0,-14.0,-174.0,-186.0,12.0
-154.0,-169.0,15.0,-159.0,-195.0,36.0
-182.0,-159.0,-23.0,-194.0,-198.0,4.0
-149.0,-162.0,13.0,-145.0,-171.0,26.0
-204.0,-136.0,-68.0,-192.0,-167.0,-25.0
-203.0,-207.0,4.0,-198.0,-216.0,18.0
-131.0,-157.0,26.0,-153.0,-193.0,40.0
-131.0,-164.0,33.0,-144.0,-195.0,51.0
-201.0,-211.0,10.0,-210.0,-236.0,26.0
-188.0,-181.0,-7.0,-176.0,-201.0,25.0
-158.0,-167.0,9.0,-159.0,-173.0,14.0
-128.0,-165.0,37.0,-139.0,-185.0,46.0
-168.0,-161.0,-7.0,-186.0,-194.0,8.0
-122.5,-214.0,91.5,-142.0,-212.0,70.0
-249.0,-224.0,-25.0,-240.0,-241.0,1.0
-175.0,-217.0,42.0,-175.0,-224.0,49.0
-199.0,-213.0,14.0,-229.0,-222.0,-7.0
-178.0,-182.0,4.0,-187.0,-195.0,8.0
-164.0,-208.0,44.0,-180.0,-226.0,46.0
-204.0,-172.0,-32.0,-210.0,-195.0,-15.0
-176.0,-164.0,-12.0,-174.0,-193.0,19.0
-176.0,-159.0,-17.0,-177.0,-179.0,2.0
-205.0,-184.0,-21.0,-204.0,-189.0,-15.0
-199.0,-186.0,-13.0,-209.0,-200.0,-9.0
-200.0,-225.0,25.0,-217.0,-251.0,34.0
-181.0,-168.0,-13.0,-192.0,-194.0,2.0
-144.0,-182.0,38.0,-158.0,-194.0,36.0
-179.0,-207.0,28.0,-177.0,-218.0,41.0
-200.0,-215.0,15.0,-212.0,-224.0,12.0
-175.0,-216.0,41.0,-190.0,-212.0,22.0
-188.0,-221.0,33.0,-201.0,-203.0,2.0
-149.0,-199.0,50.0,-184.0,-218.0,34.0
-181.0,-170.0,-11.0,-189.0,-197.0,8.0
-165.0,-197.0,32.0,-192.0,-201.0,9.0
-212.0,-178.0,-34.0,-213.0,-200.0,-13.0
-158.0,-198.0,40.0,-190.0,-221.0,31.0
-157.0,-188.0,31.0,-158.0,-199.0,41.0
-176.0,-179.0,3.0,-174.0,-203.0,29.0
