DPO Reward (Desired),DPO Reward (Undesired),DPO Reward Difference,Ref Reward (Desired),Ref Reward (Undesired),Ref Reward Difference
-61.25,-168.0,106.75,-124.0,-195.0,71.0
-46.75,-128.0,81.25,-97.5,-103.0,5.5
-66.0,-96.5,30.5,-108.5,-110.5,2.0
-59.0,-172.0,113.0,-108.5,-181.0,72.5
-34.75,-132.0,97.25,-52.0,-149.0,97.0
-39.75,-163.0,123.25,-80.5,-138.0,57.5
-58.0,-171.0,113.0,-116.5,-172.0,55.5
-87.5,-195.0,107.5,-172.0,-205.0,33.0
-48.5,-162.0,113.5,-110.0,-155.0,45.0
-60.75,-216.0,155.25,-89.0,-169.0,80.0
-46.5,-148.0,101.5,-90.0,-106.0,16.0
-45.75,-195.0,149.25,-110.0,-147.0,37.0
-26.5,-169.0,142.5,-78.0,-132.0,54.0
-39.25,-206.0,166.75,-68.5,-178.0,109.5
-73.5,-176.0,102.5,-129.0,-178.0,49.0
-65.0,-180.0,115.0,-130.0,-204.0,74.0
-54.0,-206.0,152.0,-116.0,-210.0,94.0
-58.0,-236.0,178.0,-106.5,-214.0,107.5
-46.75,-248.0,201.25,-99.5,-190.0,90.5
-61.25,-155.0,93.75,-119.0,-174.0,55.0
-48.5,-186.0,137.5,-88.0,-222.0,134.0
-58.5,-163.0,104.5,-91.5,-119.0,27.5
-50.75,-235.0,184.25,-116.5,-205.0,88.5
-39.25,-206.0,166.75,-85.0,-226.0,141.0
-56.5,-189.0,132.5,-112.0,-185.0,73.0
-47.0,-203.0,156.0,-96.5,-207.0,110.5
-41.0,-205.0,164.0,-87.0,-181.0,94.0
-69.5,-147.0,77.5,-119.5,-134.0,14.5
-56.0,-239.0,183.0,-86.5,-171.0,84.5
-51.25,-132.0,80.75,-95.5,-101.0,5.5
-59.25,-197.0,137.75,-114.5,-153.0,38.5
-61.25,-192.0,130.75,-119.5,-215.0,95.5
-37.25,-217.0,179.75,-78.0,-228.0,150.0
-46.0,-121.0,75.0,-104.0,-188.0,84.0
-55.5,-201.0,145.5,-119.0,-211.0,92.0
-48.0,-245.0,197.0,-94.5,-207.0,112.5
-49.25,-198.0,148.75,-109.5,-179.0,69.5
-64.5,-151.0,86.5,-128.0,-118.0,-10.0
-60.75,-213.0,152.25,-105.5,-211.0,105.5
-66.0,-198.0,132.0,-136.0,-175.0,39.0
-56.25,-232.0,175.75,-112.5,-198.0,85.5
-44.75,-233.0,188.25,-113.5,-183.0,69.5
-52.5,-198.0,145.5,-108.5,-225.0,116.5
-58.5,-211.0,152.5,-113.0,-217.0,104.0
-52.5,-179.0,126.5,-107.0,-189.0,82.0
