DPO Reward (Desired),DPO Reward (Undesired),DPO Reward Difference,Ref Reward (Desired),Ref Reward (Undesired),Ref Reward Difference
-61.75,-73.5,11.75,-117.0,-104.0,-13.0
-51.5,-57.5,6.0,-108.0,-89.0,-19.0
-55.75,-76.0,20.25,-100.0,-109.5,9.5
-56.25,-61.5,5.25,-84.5,-93.5,9.0
-56.5,-65.5,9.0,-107.5,-103.5,-4.0
-66.5,-54.0,-12.5,-102.5,-88.5,-14.0
-68.5,-67.5,-1.0,-120.0,-104.5,-15.5
-52.75,-57.75,5.0,-100.0,-91.0,-9.0
-63.0,-66.0,3.0,-113.5,-99.5,-14.0
-54.75,-81.5,26.75,-101.5,-110.5,9.0
-58.5,-81.0,22.5,-96.5,-106.5,10.0
-66.0,-59.75,-6.25,-117.5,-94.0,-23.5
-57.75,-56.25,-1.5,-106.5,-97.0,-9.5
-52.0,-64.5,12.5,-88.5,-90.0,1.5
-53.0,-66.0,13.0,-94.0,-96.5,2.5
-54.75,-56.25,1.5,-96.5,-84.5,-12.0
-55.0,-72.5,17.5,-106.5,-104.0,-2.5
-56.25,-65.0,8.75,-103.0,-98.0,-5.0
-59.25,-74.5,15.25,-101.5,-100.0,-1.5
-65.0,-72.0,7.0,-110.5,-108.5,-2.0
-67.5,-84.5,17.0,-115.0,-120.5,5.5
-55.75,-78.0,22.25,-110.0,-102.5,-7.5
-59.25,-74.0,14.75,-109.0,-105.5,-3.5
-63.5,-69.5,6.0,-117.0,-99.5,-17.5
-61.0,-64.0,3.0,-111.0,-99.0,-12.0
-65.0,-63.5,-1.5,-107.5,-95.0,-12.5
-60.25,-61.5,1.25,-107.0,-107.5,0.5
-66.0,-59.0,-7.0,-117.0,-95.0,-22.0
-59.0,-74.5,15.5,-97.5,-105.5,8.0
-56.5,-64.0,7.5,-93.5,-92.0,-1.5
-58.75,-67.5,8.75,-108.5,-99.0,-9.5
-59.25,-66.0,6.75,-103.5,-100.0,-3.5
-63.75,-62.25,-1.5,-100.5,-104.5,4.0
-64.5,-62.75,-1.75,-108.5,-94.5,-14.0
-50.75,-52.25,1.5,-93.5,-101.0,7.5
-67.0,-82.0,15.0,-127.5,-133.0,5.5
-58.5,-86.0,27.5,-102.0,-115.5,13.5
-51.25,-57.5,6.25,-94.5,-96.0,1.5
-61.75,-93.5,31.75,-117.5,-121.5,4.0
-69.5,-95.0,25.5,-112.0,-116.5,4.5
-62.75,-58.5,-4.25,-117.5,-102.0,-15.5
-69.0,-61.5,-7.5,-105.0,-98.5,-6.5
-48.75,-62.75,14.0,-96.0,-90.5,-5.5
-52.25,-72.0,19.75,-96.0,-102.5,6.5
-58.0,-69.0,11.0,-107.5,-105.0,-2.5
-69.5,-102.5,33.0,-109.5,-134.0,24.5
-59.5,-81.0,21.5,-105.0,-115.5,10.5
-65.0,-58.25,-6.75,-106.5,-94.5,-12.0
-35.75,-59.25,23.5,-67.5,-87.5,20.0
-65.0,-66.0,1.0,-110.0,-95.0,-15.0
-75.0,-73.5,-1.5,-120.0,-96.0,-24.0
-56.5,-66.0,9.5,-97.5,-108.0,10.5
-53.5,-64.5,11.0,-86.5,-104.5,18.0
-63.0,-96.5,33.5,-107.0,-125.5,18.5
-44.75,-78.0,33.25,-74.0,-119.0,45.0
-64.0,-59.75,-4.25,-114.5,-103.5,-11.0
-62.0,-73.5,11.5,-113.5,-96.5,-17.0
-73.0,-72.0,-1.0,-125.0,-105.5,-19.5
-73.0,-64.0,-9.0,-113.0,-98.5,-14.5
-56.25,-63.5,7.25,-96.5,-100.0,3.5
-59.0,-85.5,26.5,-100.0,-112.0,12.0
-55.0,-60.25,5.25,-89.0,-102.0,13.0
-63.75,-65.0,1.25,-115.0,-107.5,-7.5
-57.5,-69.0,11.5,-120.0,-105.5,-14.5
-75.0,-73.0,-2.0,-124.5,-103.0,-21.5
-72.5,-85.0,12.5,-108.5,-114.0,5.5
-74.5,-82.5,8.0,-119.5,-111.5,-8.0
-59.5,-85.0,25.5,-106.5,-109.0,2.5
-49.0,-90.0,41.0,-85.5,-115.5,30.0
-54.5,-78.5,24.0,-87.0,-109.0,22.0
-58.0,-65.5,7.5,-114.0,-105.0,-9.0
-59.75,-60.75,1.0,-111.0,-91.0,-20.0
-65.0,-82.0,17.0,-110.0,-122.0,12.0
-69.0,-67.5,-1.5,-108.0,-117.0,9.0
-48.0,-71.5,23.5,-102.0,-113.0,11.0
-63.0,-71.0,8.0,-106.5,-111.5,5.0
-62.0,-69.5,7.5,-95.5,-103.5,8.0
-72.5,-80.0,7.5,-123.5,-100.5,-23.0
-66.5,-62.0,-4.5,-110.5,-99.0,-11.5
-71.0,-56.0,-15.0,-109.5,-93.5,-16.0
-42.5,-79.5,37.0,-87.5,-123.0,35.5
-52.75,-62.25,9.5,-96.5,-102.5,6.0
-69.0,-66.5,-2.5,-109.5,-106.0,-3.5
-48.5,-67.0,18.5,-81.0,-107.0,26.0
-55.75,-89.0,33.25,-103.0,-116.5,13.5
-52.75,-50.75,-2.0,-87.5,-82.5,-5.0
-55.25,-90.0,34.75,-108.0,-117.5,9.5
-62.25,-75.0,12.75,-115.5,-108.0,-7.5
-69.0,-51.25,-17.75,-107.0,-85.5,-21.5
-55.75,-48.0,-7.75,-109.0,-90.5,-18.5
-54.25,-71.5,17.25,-105.5,-101.0,-4.5
-56.5,-68.5,12.0,-90.0,-113.5,23.5
-54.0,-77.5,23.5,-98.0,-102.0,4.0
-36.75,-67.5,30.75,-74.0,-116.0,42.0
-71.5,-61.5,-10.0,-114.0,-104.0,-10.0
-69.5,-64.0,-5.5,-103.0,-98.5,-4.5
-56.25,-71.0,14.75,-100.0,-107.0,7.0
-59.75,-81.5,21.75,-109.0,-110.0,1.0
-71.0,-62.5,-8.5,-126.0,-111.0,-15.0
-79.5,-74.0,-5.5,-148.0,-102.5,-45.5
-57.75,-70.0,12.25,-101.5,-110.5,9.0
-68.5,-74.5,6.0,-123.5,-118.5,-5.0
-60.75,-76.5,15.75,-96.5,-106.0,9.5
-64.5,-61.75,-2.75,-98.5,-90.5,-8.0
-65.5,-66.5,1.0,-108.0,-92.0,-16.0
-30.75,-103.5,72.75,-66.0,-124.5,58.5
-55.25,-64.5,9.25,-101.0,-93.5,-7.5
-63.0,-60.25,-2.75,-112.5,-100.5,-12.0
-76.0,-61.25,-14.75,-120.0,-102.0,-18.0
-57.75,-61.0,3.25,-108.0,-98.5,-9.5
-74.0,-61.25,-12.75,-121.5,-94.5,-27.0
-62.75,-64.5,1.75,-95.0,-107.0,12.0
-44.5,-62.0,17.5,-81.5,-91.0,9.5
-59.75,-68.0,8.25,-110.5,-105.0,-5.5
-64.0,-72.0,8.0,-112.0,-113.0,1.0
-74.5,-65.5,-9.0,-109.0,-101.5,-7.5
-70.0,-75.5,5.5,-117.0,-119.5,2.5
-57.5,-72.0,14.5,-95.5,-104.5,9.0
-59.25,-77.0,17.75,-92.0,-111.0,19.0
-60.75,-52.0,-8.75,-113.0,-112.0,-1.0
-39.75,-67.0,27.25,-70.0,-95.0,25.0
-57.0,-62.5,5.5,-112.5,-104.0,-8.5
-61.0,-53.0,-8.0,-114.0,-102.5,-11.5
-59.75,-66.0,6.25,-110.5,-98.0,-12.5
-67.0,-81.5,14.5,-116.5,-128.0,11.5
-41.5,-68.0,26.5,-80.5,-92.5,12.0
-62.5,-81.5,19.0,-110.5,-110.0,-0.5
-59.5,-63.25,3.75,-97.0,-107.5,10.5
-58.75,-58.5,-0.25,-103.0,-88.5,-14.5
-50.75,-58.5,7.75,-98.0,-109.5,11.5
-56.0,-61.25,5.25,-101.5,-96.0,-5.5
-61.0,-62.25,1.25,-119.0,-101.0,-18.0
-60.75,-76.0,15.25,-94.0,-113.5,19.5
-56.25,-59.5,3.25,-105.5,-96.0,-9.5
-69.5,-58.75,-10.75,-105.5,-102.0,-3.5
-56.25,-105.0,48.75,-110.5,-116.0,5.5
-62.75,-71.5,8.75,-111.5,-114.0,2.5
-72.5,-73.0,0.5,-120.0,-110.5,-9.5
-47.75,-70.5,22.75,-85.5,-97.0,11.5
-59.25,-89.0,29.75,-120.0,-110.0,-10.0
-57.75,-80.5,22.75,-112.5,-105.0,-7.5
-60.75,-65.5,4.75,-109.0,-101.0,-8.0
-52.0,-57.0,5.0,-90.5,-93.5,3.0
-66.0,-56.5,-9.5,-111.0,-103.5,-7.5
-68.5,-80.5,12.0,-119.0,-103.5,-15.5
-60.75,-84.5,23.75,-98.0,-108.0,10.0
-54.5,-65.0,10.5,-97.0,-103.5,6.5
-63.75,-56.75,-7.0,-106.5,-78.0,-28.5
-83.0,-65.0,-18.0,-119.0,-107.0,-12.0
-48.0,-58.0,10.0,-82.5,-83.0,0.5
-62.75,-57.25,-5.5,-112.0,-93.5,-18.5
-63.5,-76.0,12.5,-101.0,-109.5,8.5
-50.5,-51.25,0.75,-91.5,-95.5,4.0
-33.25,-93.5,60.25,-70.0,-122.0,52.0
-63.0,-63.75,0.75,-100.5,-103.0,2.5
-56.0,-94.5,38.5,-107.5,-119.5,12.0
-59.25,-58.25,-1.0,-102.0,-102.5,0.5
-57.5,-80.5,23.0,-102.5,-113.0,10.5
-68.0,-87.5,19.5,-122.5,-123.5,1.0
